Pattern Base 	 Pattern Reference 	 Contrast 	 Correlation 	Energy 	Entropy 	Homogeneity 	SUM 	 SQRT(SUM):L2
pat120701_2	pat120706_4	0.0360287063837	0.0568536971664	0.00693965567664	0.0280137834527	0.000502679803051	0.128338522482	0.358243663562
pat120701_2	pat120706_5	0.00217032586844	0.190118513367	0.0115956956962	0.0462599909835	0.0970913893497	0.347235915265	0.589267269806
pat120701_2	pat120706_6	0.165624436994	0.282751529369	0.0331796939078	0.141285518349	0.0325576807298	0.655398859349	0.809567081439
pat120701_2	pat120706_7	0.0154992935459	0.00682809322239	0.000758621380542	0.0028884277045	7.3295169128e-05	0.0260477310225	0.161393094718
pat120701_2	pat120706_8	0.0110400373107	0.00429799136696	0.00262829082886	0.0093119858804	0.0200532920991	0.0473315974861	0.217558262279
pat120701_3	pat120701_0	0.000540537184754	0.000872930494229	1.19421343068e-05	3.36984122854e-05	0.00859420480495	0.0100533130305	0.100266210812
pat120701_3	pat120701_1	0.00285934759946	0.00172401884781	1.75418129215e-05	5.08436692453e-05	0.014505130059	0.0191568819884	0.138408388432
pat120701_3	pat120701_2	0.00067052052959	9.3058983422e-05	2.72911802807e-06	7.27750539024e-06	0.000337238841993	0.00111082497842	0.0333290410667
pat120701_3	pat120701_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120701_3	pat120703_0	0.000652687470941	0.00426502576566	0.00157061502808	0.00543967390662	0.0430455564299	0.0549735586012	0.234464407962
pat120701_3	pat120703_1	0.00721446913284	0.00536168474306	2.35633148464e-05	2.38520080908e-05	0.0286506247867	0.0412741939855	0.20316051286
pat120701_3	pat120703_2	0.00337090176093	0.00750776849809	0.000411457740868	0.0015749759997	0.00349627098566	0.0163613749853	0.127911590504
pat120701_3	pat120703_3	0.00206421603647	0.000437552940822	5.46216558118e-06	5.14156263075e-07	0.0047690677386	0.00727681303773	0.0853042380995
pat120701_3	pat120704_0	0.00551482538073	0.0422582179365	0.0081266320613	0.0303153258915	0.0845382214737	0.170753222744	0.413222969768
pat120701_3	pat120704_1	0.00844576181303	0.0543409233736	0.00354904668149	0.0134706464821	0.00198752198729	0.0817939003375	0.285996329238
pat120701_3	pat120704_2	0.0019323068535	0.0410248794004	0.00106018305016	0.00430602291732	0.0450584997434	0.0933818919647	0.305584508712
pat120701_3	pat120704_3	0.000203188181905	0.0471969903485	0.00460989232324	0.0172096689922	0.0648728205055	0.134092560351	0.366186510335
pat120701_3	pat120705_0	0.020980048016	0.121083435896	0.0128101636743	0.053645869732	0.0263938582237	0.234913375542	0.4846786312
pat120701_3	pat120705_1	0.000732033439306	0.248124921692	0.0161550286995	0.0672496753191	0.197439638142	0.529701297292	0.727805810153
pat120701_3	pat120705_2	0.0237881414301	0.212324264467	0.0216759380758	0.090504932583	0.0577453435611	0.406038620117	0.637211597601
pat120701_3	pat120705_3	0.00915080488796	0.115338660144	0.0219874829808	0.0919060099123	0.204189653679	0.442572611605	0.665261310768
pat120701_3	pat120706_0	0.00719009052162	0.0271557340105	0.0264282911861	0.0414262978905	0.0992672089852	0.201467622594	0.448851448248
pat120701_3	pat120706_1	0.0706247778596	0.00476527307802	0.0279413605818	0.0431172332873	0.0091759683286	0.155624613135	0.39449285562
pat120701_3	pat120706_2	0.0226905757121	2.92592779026e-05	3.86642440727e-07	0.000219390347096	0.0387309020536	0.0616705140331	0.248335486858
pat120701_3	pat120706_3	0.00939809805489	0.00500858667604	1.22229617288e-05	0.000255614509646	0.00598396192144	0.0206584841237	0.143730595642
pat120701_3	pat120706_4	0.0465293820056	0.0523464312647	0.00721762388648	0.0289241012896	1.64548518528e-05	0.135033993298	0.367469717525
pat120701_3	pat120706_5	0.00525351964626	0.1817991445	0.0119542113917	0.0474277120829	0.0859843304479	0.332418918069	0.576557818496
pat120701_3	pat120706_6	0.18737144539	0.272585432464	0.0337842578896	0.143320805836	0.0262677891076	0.663329730688	0.814450569825
pat120701_3	pat120706_7	0.0226173235223	0.00532689323816	0.00085235307625	0.00318567450612	9.60949679958e-05	0.0320783393109	0.179104269382
pat120701_3	pat120706_8	0.0171520913243	0.00312619192769	0.00280040608426	0.00983990924408	0.0151894737387	0.048108072319	0.219335524526
pat120703_0	pat120701_0	0.00238116715946	0.0089970085008	0.00130864845051	0.00461708177475	0.013171991458	0.0304758973435	0.174573472623
pat120703_0	pat120701_1	0.00624425786749	0.000565767078107	0.00192012933982	0.00654232170385	0.00757543683559	0.0228479128249	0.151155260659
pat120703_0	pat120701_2	1.20174765659e-07	0.00561808310149	0.0014424030328	0.00504902048244	0.051002935324	0.0631125621155	0.251222136993
pat120703_0	pat120701_3	0.000652687470941	0.00426502576566	0.00157061502808	0.00543967390662	0.0430455564299	0.0549735586012	0.234464407962
pat120703_0	pat120703_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120703_0	pat120703_1	0.012207107577	6.2668773868e-05	0.0019789322716	0.00618393453773	0.00145994880034	0.0218925919605	0.147961454307
pat120703_0	pat120703_2	0.00105701184699	0.000455404796747	0.000374289560641	0.00116064073341	0.0710774284889	0.0741247754267	0.272258655375
pat120703_0	pat120703_3	0.000395448839046	0.00197041870645	0.00176132253743	0.00554595842562	0.07647031641	0.0861434649185	0.293502069701
pat120703_0	pat120704_0	0.00237306562952	0.0196731123572	0.00255195200992	0.0100718935045	0.00693561533275	0.0416056388339	0.203974603404
pat120703_0	pat120704_1	0.00440273084356	0.0281582603391	0.000397718866501	0.00179004887522	0.0265339984553	0.0612827573797	0.24755354447
pat120703_0	pat120704_2	0.00483105084492	0.018834496065	4.99924434843e-05	6.61595406497e-05	2.29982016528e-05	0.0238046970957	0.154287708829
pat120703_0	pat120704_3	0.000127539520081	0.023086225031	0.000798921651657	0.00329837523741	0.00223040873018	0.0295414701704	0.171876322309
pat120703_0	pat120705_0	0.0142318127121	0.0798985343179	0.00540975076151	0.0249202959282	0.00202611289286	0.126486506613	0.355649415313
pat120703_0	pat120705_1	2.27517294683e-06	0.187328155779	0.00765125424642	0.0344366994319	0.056106246911	0.285524631541	0.53434504914
pat120703_0	pat120705_2	0.0165601634803	0.156403961169	0.0115770108525	0.0515681568708	0.00107770237256	0.237186994745	0.487018474747
pat120703_0	pat120705_3	0.00491570525249	0.0752450404262	0.0118049926831	0.0526270646997	0.0597309993847	0.204323802446	0.45202190483
pat120703_0	pat120706_0	0.0121753901369	0.0529446911308	0.0408843509179	0.0768889997379	0.273049328717	0.455942760641	0.675235337228
pat120703_0	pat120706_1	0.0848562587448	0.0180467310556	0.0427611447664	0.0791865457056	0.0919699668657	0.316820647138	0.562868232483
pat120703_0	pat120706_2	0.0310399779304	0.00358776802568	0.00162028722328	0.00347419634332	0.000113903296215	0.0398361328189	0.199589911616
pat120703_0	pat120706_3	0.00509739442434	2.98575287108e-05	0.00130572741708	0.00333693341477	0.081128301541	0.0908982143259	0.301493307265
pat120703_0	pat120706_4	0.0361604280986	0.0267277572538	0.00205441131263	0.00927691177669	0.0413787902577	0.115598298699	0.339997498078
pat120703_0	pat120706_5	0.00220274578949	0.130372948858	0.00485869370429	0.0207431715794	0.00735419746727	0.165531757399	0.406855941826
pat120703_0	pat120706_6	0.165906719376	0.208657089262	0.0207861306035	0.0929171829999	0.00206123483991	0.490328357081	0.700234501493
pat120703_0	pat120706_7	0.0155857299757	5.89578874258e-05	0.000108907992069	0.00029971798954	0.047209309873	0.0632626237177	0.251520622848
pat120703_0	pat120706_8	0.0111130062026	8.82623682789e-05	0.000176567688753	0.000647304099435	0.00709446509703	0.0191196054561	0.138273661469
pat120703_1	pat120701_0	0.00380548035385	0.010561451547	6.90551895759e-05	0.000114252265231	0.005861436709	0.0204116760646	0.142869437126
pat120703_1	pat120701_1	0.00099005649848	0.00100503074881	4.43437648285e-07	5.0473145354e-06	0.00238414517413	0.0043847231736	0.0662172422682
pat120703_1	pat120701_2	0.0122838302659	0.0068674757345	4.23307703629e-05	5.74797026605e-05	0.0352046484972	0.0544557649706	0.233357590343
pat120703_1	pat120701_3	0.00721446913284	0.00536168474306	2.35633148464e-05	2.38520080908e-05	0.0286506247867	0.0412741939855	0.20316051286
pat120703_1	pat120703_0	0.012207107577	6.2668773868e-05	0.0019789322716	0.00618393453773	0.00145994880034	0.0218925919605	0.147961454307
pat120703_1	pat120703_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120703_1	pat120703_2	0.020448284602	0.000180199865064	0.000631950568932	0.00198646877081	0.0521639233402	0.075410827147	0.274610318719
pat120703_1	pat120703_3	0.0169967737613	0.00273589250118	6.33568295535e-06	1.73622627706e-05	0.0567980389476	0.0765544031559	0.276684663753
pat120703_1	pat120704_0	0.025344608617	0.0175150696869	0.00902538767479	0.0320398617602	0.0147597273254	0.0986846550644	0.314141138765
pat120703_1	pat120704_1	0.0312719813799	0.0255641313038	0.00415097771452	0.0146281685813	0.0155459306726	0.0911611896521	0.301929113621
pat120703_1	pat120704_2	0.00167936193601	0.0167243005773	0.00139985664326	0.00497083449812	0.0018494231781	0.0266237768328	0.163167940579
pat120703_1	pat120704_3	0.00983914022115	0.0207432459371	0.00529261978827	0.0185149033227	0.0072993920551	0.0616893013244	0.248373310411
pat120703_1	pat120705_0	0.0528002001361	0.0754858737499	0.0139325443896	0.0559320760173	4.6281998345e-05	0.198196976291	0.445193189853
pat120703_1	pat120705_1	0.012542689101	0.180538197076	0.0174125547813	0.0698065411841	0.075667272792	0.355967254934	0.596629914548
pat120703_1	pat120705_2	0.0572032832318	0.15020511432	0.0231288466302	0.0934673042076	0.00504634827374	0.329050896663	0.573629581405
pat120703_1	pat120705_3	0.0326155908675	0.0709646621484	0.023450626768	0.094891039316	0.079867586094	0.301789505194	0.549353715919
pat120703_1	pat120706_0	2.06294786057e-08	0.0566504239316	0.0248735793081	0.0394620851185	0.234577433588	0.355563542576	0.596291491283
pat120703_1	pat120706_1	0.0326941351914	0.0202363380116	0.0263420978719	0.0411128519782	0.0702548046378	0.190640227691	0.436623668267
pat120703_1	pat120706_2	0.00431594887955	0.00459878488563	1.79132106256e-05	0.000387919932358	0.00075827136931	0.0100788382775	0.100393417501
pat120703_1	pat120706_3	0.0330809961747	6.01307318503e-06	6.97281972969e-05	0.00043563206262	0.0608219308078	0.0944143003156	0.307269100815
pat120703_1	pat120706_4	0.0903872565614	0.0242019934708	0.00806598085814	0.0306091551493	0.0272938472673	0.180558233307	0.424921443689
pat120703_1	pat120706_5	0.0247808041073	0.12471886581	0.0130392469799	0.0495787652309	0.0153675428739	0.227485225002	0.47695411205
pat120703_1	pat120706_6	0.268119186153	0.201487529073	0.0355922753008	0.147042489112	5.17183605586e-05	0.652293197999	0.807646703701
pat120703_1	pat120706_7	0.0553795504761	5.66236229588e-08	0.00115935431302	0.00376083308626	0.0320652621286	0.0923650566276	0.303916200009
pat120703_1	pat120706_8	0.04661454764	0.000299676486931	0.00333772751442	0.0108326814654	0.00211778254006	0.0632024156468	0.251400906217
pat120703_2	pat120701_0	0.00661114096475	0.0135007615176	0.000283204531415	0.00114791768408	0.0230536265976	0.0445966512954	0.211179192383
pat120703_2	pat120701_1	0.0124394618252	0.00203636257854	0.000598913822942	0.00219177923923	0.0322441346823	0.0495106521482	0.222509892248
pat120703_2	pat120701_2	0.00103459084601	0.00927255150683	0.000347166959213	0.00136813301259	0.0016618023165	0.0136842446411	0.116979676188
pat120703_2	pat120701_3	0.00337090176093	0.00750776849809	0.000411457740868	0.0015749759997	0.00349627098566	0.0163613749853	0.127911590504
pat120703_2	pat120703_0	0.00105701184699	0.000455404796747	0.000374289560641	0.00116064073341	0.0710774284889	0.0741247754267	0.272258655375
pat120703_2	pat120703_1	0.020448284602	0.000180199865064	0.000631950568932	0.00198646877081	0.0521639233402	0.075410827147	0.274610318719
pat120703_2	pat120703_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120703_2	pat120703_3	0.000159411409711	0.00432038216475	0.000511734468839	0.00163240355595	9.85882901852e-05	0.00672251988943	0.0819909744388
pat120703_2	pat120704_0	0.000262517858075	0.0141421226683	0.00488089652381	0.0180706187252	0.122418705751	0.159774861526	0.399718477839
pat120703_2	pat120704_1	0.00114523754593	0.0214517081892	0.00154366125012	0.00583346857301	0.0107559520971	0.0407300276553	0.201816817078
pat120703_2	pat120704_2	0.010407566194	0.0134324885142	0.00015070093967	0.000672589275318	0.0736574976973	0.0983208426205	0.313561545188
pat120703_2	pat120704_3	0.00191888312774	0.0170567003392	0.00226688032859	0.00837218790908	0.0984897130047	0.128104364709	0.357916700797
pat120703_2	pat120705_0	0.00753171307589	0.0682897481709	0.00862995896871	0.036837053162	0.0491026335445	0.170391106922	0.412784576895
pat120703_2	pat120705_1	0.000961207771185	0.169310862807	0.0114100878474	0.0482414907631	0.253483125163	0.483406774352	0.695274603557
pat120703_2	pat120705_2	0.00924954986086	0.139980134449	0.016114546409	0.068201625841	0.0896594518501	0.32320530841	0.568511484853
pat120703_2	pat120705_3	0.00141378797602	0.063992848998	0.016383321028	0.0694185870424	0.261123827383	0.412332372428	0.642131117785
pat120703_2	pat120706_0	0.0204072278679	0.0632207407747	0.0334349365623	0.0591562019228	0.0655041153707	0.241723222498	0.491653559428
pat120703_2	pat120706_1	0.104854661331	0.024235744799	0.0351341719048	0.0611735451068	0.00134410233899	0.226742225481	0.476174574584
pat120703_2	pat120706_2	0.0435529269983	0.00659964442877	0.000437070324337	0.000618722640154	0.0655006540078	0.116709018399	0.341627016495
pat120703_2	pat120706_3	0.00151199039366	0.000252047730769	0.000281846542824	0.000561596076156	0.000332216194124	0.00293969693754	0.054218972118
pat120703_2	pat120706_4	0.0248526510849	0.0202054980117	0.00418249072109	0.0170002232129	0.00399243667169	0.0702332997023	0.265015659353
pat120703_2	pat120706_5	0.000207985433058	0.115417647471	0.00793006193036	0.0317171440355	0.124157655505	0.279430494375	0.528611856067
pat120703_2	pat120706_6	0.140478613298	0.189616500693	0.0267389617984	0.114847365608	0.0489306256609	0.520612067059	0.72153452243
pat120703_2	pat120706_7	0.00852503248366	0.000186645093923	7.93999573643e-05	0.000280757252629	0.00243310058546	0.011504935373	0.107261061775
pat120703_2	pat120706_8	0.00531536146831	0.000944641507779	0.00106500680992	0.00354148168531	0.0332605883009	0.0441270797722	0.210064465753
pat120703_3	pat120701_0	0.00471736821225	0.00254653085305	3.35573076545e-05	4.25375309465e-05	0.0261673882685	0.0335073821724	0.183050217624
pat120703_3	pat120701_1	0.00978249815645	0.000424505852184	3.42681969232e-06	4.1132055908e-05	0.0359086136645	0.0461601765488	0.214849194899
pat120703_3	pat120701_2	0.000381781632398	0.000934187106167	1.59131731604e-05	1.16603952838e-05	0.00256991947957	0.00391346178658	0.0625576676882
pat120703_3	pat120701_3	0.00206421603647	0.000437552940822	5.46216558118e-06	5.14156263075e-07	0.0047690677386	0.00727681303773	0.0853042380995
pat120703_3	pat120703_0	0.000395448839046	0.00197041870645	0.00176132253743	0.00554595842562	0.07647031641	0.0861434649185	0.293502069701
pat120703_3	pat120703_1	0.0169967737613	0.00273589250118	6.33568295535e-06	1.73622627706e-05	0.0567980389476	0.0765544031559	0.276684663753
pat120703_3	pat120703_2	0.000159411409711	0.00432038216475	0.000511734468839	0.00163240355595	9.85882901852e-05	0.00672251988943	0.0819909744388
pat120703_3	pat120703_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120703_3	pat120704_0	0.000831066613088	0.0340957226142	0.00855346821723	0.0305655343783	0.129465401952	0.203511193775	0.451122149506
pat120703_3	pat120704_1	0.00215919896974	0.0450261369379	0.0038329723501	0.0136376060319	0.0129140655039	0.0775699797935	0.278513877201
pat120703_3	pat120704_2	0.00799086829035	0.0329888128953	0.0012178410812	0.0044006427302	0.0791456190868	0.125743784084	0.354603700043
pat120703_3	pat120704_3	0.000972144702279	0.0385458289853	0.00493271860261	0.0173983156454	0.104820454183	0.166669462119	0.408251714165
pat120703_3	pat120705_0	0.00988259978682	0.106963459725	0.0133446673699	0.0539785426449	0.0536016512159	0.237770920743	0.487617596834
pat120703_3	pat120705_1	0.000337733529399	0.227723301024	0.0167546000864	0.0676220864598	0.263579806851	0.57601752795	0.758958185904
pat120703_3	pat120705_2	0.0118375277469	0.19348456591	0.02236957918	0.0909368800617	0.0957042564353	0.414332809334	0.643686887651
pat120703_3	pat120705_3	0.00252267067922	0.101568219569	0.0226860519859	0.0923412840051	0.271370075831	0.490488302071	0.700348700342
pat120703_3	pat120706_0	0.0169593439125	0.0344873630392	0.025673869933	0.0411349244622	0.0605202087088	0.178775710056	0.422818767388
pat120703_3	pat120706_1	0.0968372691164	0.00809077286676	0.0271654896863	0.0428199623161	0.000714644610205	0.175628138596	0.419080109998
pat120703_3	pat120706_2	0.0384424869908	0.000240516102164	2.94232903044e-06	0.000241146058954	0.0706816029639	0.109608694445	0.33107203815
pat120703_3	pat120706_3	0.0026532949139	0.00248538172101	3.40269559537e-05	0.000279056884424	6.88507494173e-05	0.0055206112247	0.0743008157741
pat120703_3	pat120706_4	0.0289929147373	0.043212289488	0.00762019488737	0.0291685130295	0.00534578789587	0.114339700038	0.338141538469
pat120703_3	pat120706_5	0.000731568511538	0.164398900457	0.0124707347357	0.0477405418181	0.131253526402	0.356595271924	0.597155986258
pat120703_3	pat120706_6	0.150102462099	0.251180773282	0.034648871289	0.143864235419	0.0534219291577	0.633218271246	0.795750131163
pat120703_3	pat120706_7	0.0110159562318	0.00271105606188	0.000994280528789	0.00326713146934	0.00351123004695	0.0214996543388	0.146627604286
pat120703_3	pat120706_8	0.00731578267136	0.00122462155279	0.0030532245251	0.00998268022396	0.0369808361726	0.0585571451458	0.241985836664
pat120704_0	pat120701_0	0.00950845867519	0.0552783270444	0.00751551936162	0.0283275611204	0.0392236593036	0.139853525505	0.373969952677
pat120704_0	pat120701_1	0.0163161633388	0.0269113300483	0.00889930527815	0.0328491857933	0.0290079919653	0.113983976424	0.33761513062
pat120704_0	pat120701_2	0.00233941110334	0.0463173867532	0.00783151196871	0.0293831994421	0.0955543314009	0.181425840668	0.425941123476
pat120704_0	pat120701_3	0.00551482538073	0.0422582179365	0.0081266320613	0.0303153258915	0.0845382214737	0.170753222744	0.413222969768
