Pattern Base 	 Pattern Reference 	 Contrast 	 Correlation 	Energy 	Entropy 	Homogeneity 	SUM 	 SQRT(SUM):L2
pat120704_3	pat120705_2	0.0210009822202	0.0593107030376	0.00629345780002	0.0287827339445	0.000292882322404	0.115680759325	0.340118742978
pat120704_3	pat120706_4	0.0434964996936	0.000133281060471	0.000291057663646	0.00151206215263	0.0887476815261	0.134180582097	0.366306677658
pat120704_3	pat120706_5	0.00363375043834	0.0437355349541	0.00171720136799	0.00749841972632	0.00209712261562	0.0586820291024	0.242243739037
pat120705_0	pat120701_1	0.0421534542984	0.0939110794943	0.0137757845866	0.0569997743193	0.00249486260246	0.209334955301	0.457531370838
pat120705_0	pat120704_0	0.00533962294616	0.0202784479047	0.000530572486204	0.00330657334656	0.0232510696281	0.0527062863116	0.229578497059
pat120705_0	pat120704_3	0.018278184172	0.0170881810023	0.00205080420293	0.010086215513	0.0120191434938	0.059522528384	0.243972392668
pat120705_0	pat120705_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120705_0	pat120705_2	9.4484649781e-05	0.0127274766774	0.00115909681146	0.00479204480832	0.00855958945575	0.0273326924027	0.165326018529
pat120705_0	pat120706_4	0.00538188176335	0.0142031639427	0.000796672842666	0.00378777582758	0.0354469622214	0.0596164565977	0.244164814414
pat120705_0	pat120706_5	0.00561244262473	0.00614791737865	1.47969261725e-05	0.000191455269387	0.0241573054263	0.0361239176253	0.190062930697
pat120705_2	pat120701_1	0.0462393569251	0.175783362889	0.0229267442572	0.0948460456411	0.0202967460647	0.360092255777	0.60007687489
pat120705_2	pat120704_0	0.00685468832794	0.0651365002233	0.00325808872755	0.0160598360614	0.00359579701268	0.0949049103528	0.308066405752
pat120705_2	pat120704_3	0.0210009822202	0.0593107030376	0.00629345780002	0.0287827339445	0.000292882322404	0.115680759325	0.340118742978
pat120705_2	pat120705_0	9.4484649781e-05	0.0127274766774	0.00115909681146	0.00479204480832	0.00855958945575	0.0273326924027	0.165326018529
pat120705_2	pat120705_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120705_2	pat120706_4	0.00405017538305	0.0538208200783	0.00387766554279	0.0171006636669	0.0788439708737	0.157693295545	0.397106151482
pat120705_2	pat120706_5	0.00716334709835	0.00118387348245	0.00143581792473	0.00689918505149	0.00395743613846	0.0206396596955	0.143665095606
pat120706_4	pat120701_1	0.0776594066334	0.0350708465255	0.00794681226323	0.0314003170451	0.0191338158472	0.171211198314	0.413776749364
pat120706_4	pat120704_0	0.0214429261371	0.000539418630464	2.69489152403e-05	1.63385513113e-05	0.116115095053	0.138140727287	0.371672876716
pat120706_4	pat120704_3	0.0434964996936	0.000133281060471	0.000291057663646	0.00151206215263	0.0887476815261	0.134180582097	0.366306677658
pat120706_4	pat120705_0	0.00538188176335	0.0142031639427	0.000796672842666	0.00378777582758	0.0354469622214	0.0596164565977	0.244164814414
pat120706_4	pat120705_2	0.00405017538305	0.0538208200783	0.00387766554279	0.0171006636669	0.0788439708737	0.157693295545	0.397106151482
pat120706_4	pat120706_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120706_4	pat120706_5	0.0219862309761	0.03904010253	0.000594321807885	0.00227606975236	0.118129581584	0.18202630665	0.426645410909
pat120706_5	pat120701_1	0.0170033324212	0.148115528486	0.0128876102674	0.0505842916754	0.0421788106645	0.270769573515	0.520355237808
pat120706_5	pat120704_0	3.3985427967e-06	0.0487575293627	0.000368159458847	0.00190672614211	8.66237619307e-06	0.0510444758826	0.225930245613
pat120706_5	pat120704_3	0.00363375043834	0.0437355349541	0.00171720136799	0.00749841972632	0.00209712261562	0.0586820291024	0.242243739037
pat120706_5	pat120705_0	0.00561244262473	0.00614791737865	1.47969261725e-05	0.000191455269387	0.0241573054263	0.0361239176253	0.190062930697
pat120706_5	pat120705_2	0.00716334709835	0.00118387348245	0.00143581792473	0.00689918505149	0.00395743613846	0.0206396596955	0.143665095606
pat120706_5	pat120706_4	0.0219862309761	0.03904010253	0.000594321807885	0.00227606975236	0.118129581584	0.18202630665	0.426645410909
pat120706_5	pat120706_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
