Pattern Base 	 Pattern Reference 	 Contrast 	 Correlation 	Energy 	Entropy 	Homogeneity 	SUM 	 SQRT(SUM):L2
pat120704_0	pat120704_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120704_0	pat120704_1	0.000311132756882	0.000758636662184	0.000934766947445	0.00336978561266	0.0606011162548	0.0659754382339	0.256856843853
pat120704_0	pat120704_2	0.0139759406643	9.13274962371e-06	0.00331630659302	0.0117706605886	0.00615984778649	0.035231888382	0.187701593978
pat120704_0	pat120704_3	0.00360089538678	0.000136437489746	0.000495135778147	0.0018427565855	0.00129982879779	0.00737505403796	0.0858781348072
pat120704_0	pat120705_0	0.00498196552379	0.0202784479047	0.000530572486204	0.00330657334656	0.0164590183082	0.0455565775694	0.213439868744
pat120704_0	pat120705_1	0.00222838319332	0.0855874656865	0.00136564241724	0.00726116245727	0.0235890374354	0.12003169119	0.346455900786
pat120704_0	pat120705_2	0.00639554913716	0.0651365002233	0.00325808872755	0.0160598360614	0.00254540069816	0.0933953748475	0.305606568724
pat120704_0	pat120705_3	0.000457873084638	0.0179687113396	0.00337955432835	0.0166531466201	0.0259593065199	0.0644185918926	0.253808179326
pat120704_0	pat120706_0	0.0252988975918	0.137165053076	0.0638651943808	0.142617620312	0.367019767215	0.735966532576	0.857884918025
pat120704_0	pat120706_1	0.115610266647	0.0754046078535	0.0662056207342	0.145740594103	0.149417692127	0.552378781465	0.743221892482
pat120704_0	pat120706_3	0.00051446939587	0.0181701417585	0.00750851697826	0.0250035219105	0.13550544687	0.186702096913	0.432090380491
pat120704_0	pat120706_4	0.0200066408848	0.000539418630464	2.69489152403e-05	1.63385513113e-05	0.0821958088767	0.102785155859	0.320601241199
pat120704_0	pat120706_5	3.17090236801e-06	0.0487575293627	0.000368159458847	0.00190672614211	6.13194191213e-06	0.0510417178079	0.225924141711
pat120704_0	pat120706_6	0.12859565551	0.100190678268	0.00877165439346	0.041805680982	0.0165588424922	0.295922511645	0.543987602474
pat120704_0	pat120706_7	0.00579557890629	0.0175781109658	0.00371523748516	0.0138465087138	0.0903347366672	0.131270172738	0.362312258609
pat120704_0	pat120706_8	0.00321535753173	0.022396821927	0.00138599630119	0.00561250475844	0.0280592615755	0.0606699420939	0.246312691703
pat120704_1	pat120704_0	0.000311132756882	0.000758636662184	0.000934766947445	0.00336978561266	0.0606011162548	0.0659754382339	0.256856843853
pat120704_1	pat120704_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pat120704_1	pat120704_2	0.0184576239598	0.000934243898635	0.000729725054021	0.00254447816335	0.028119346486	0.0507854175619	0.225356201516
pat120704_1	pat120704_3	0.00602896603499	0.000251625686807	6.92608771847e-05	0.000228690422898	0.0441503308563	0.0507288738782	0.225230712555
pat120704_1	pat120705_0	0.00280307605739	0.0131926026763	0.00287383029031	0.0133524186625	0.0138957496001	0.0461176772866	0.214750267256
pat120704_1	pat120705_1	0.0042048363474	0.0702302977714	0.00456010615289	0.0205240892859	0.159808193865	0.259327523422	0.509242106883
pat120704_1	pat120705_2	0.0038854305158	0.0518359851165	0.00768315861564	0.0341426369328	0.0383067002367	0.135853911417	0.368583655928
pat120704_1	pat120705_3	1.41301825523e-05	0.0113431152876	0.0078690902884	0.0350052596736	0.16588665935	0.220118254782	0.469167619068
pat120704_1	pat120706_0	0.0312212034003	0.158325497308	0.0493469263125	0.10214264318	0.129347132826	0.470383403027	0.685845028433
